,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5,MW
193,2025-01-12,Napoli,Verona,2,0,1,1,H,30,24,12,42,8,14,11,17,44,19,W,D,W,W,W,L,W,W,L,L,20
194,2025-01-13,Monza,Fiorentina,2,1,1,1,H,17,32,27,20,11,11,9,14,10,32,L,L,L,L,L,D,L,L,L,L,20
195,2025-01-14,Como,AC Milan,1,2,0,1,A,21,29,31,19,14,19,16,9,19,31,D,W,W,D,L,D,W,W,D,D,20
196,2025-01-14,Atalanta,Juventus,1,1,0,1,D,43,31,20,16,18,9,16,13,42,33,D,D,D,D,W,W,W,D,W,D,20
197,2025-01-15,Inter,Bologna,2,2,2,0,D,48,29,17,25,16,15,12,14,44,30,D,D,W,D,W,L,W,W,W,W,20
198,2025-01-17,AS Roma,Genoa,3,1,1,2,H,26,16,24,27,15,11,19,9,23,20,W,D,D,W,W,L,L,D,W,D,20
199,2025-01-18,Bologna,Monza,3,1,2,1,H,29,17,25,27,15,11,14,9,30,10,D,L,D,L,L,L,W,L,W,L,20
200,2025-01-18,Juventus,AC Milan,2,0,0,2,H,32,29,17,21,10,21,13,9,34,31,D,L,D,W,D,D,W,D,D,W,21
201,2025-01-18,Atalanta,Napoli,2,3,1,1,A,44,32,21,12,18,9,17,12,43,47,D,W,D,W,D,W,W,W,W,W,21
202,2025-01-19,Fiorentina,Torino,1,1,1,0,D,33,20,21,25,12,10,14,12,33,22,D,D,L,D,L,D,D,L,L,W,21
203,2025-01-19,Cagliari,Lecce,4,1,0,4,H,19,14,33,32,10,14,13,10,18,20,D,W,W,D,L,L,L,L,L,W,21
204,2025-01-19,Parma,Venezia,1,1,0,1,D,25,18,35,33,16,14,17,17,19,14,L,L,D,D,W,L,L,W,L,D,21
205,2025-01-19,Verona,Lazio,0,3,0,0,A,24,34,44,28,15,19,18,14,19,36,L,D,D,L,W,D,L,W,W,L,21
206,2025-01-19,Inter,Empoli,3,1,0,3,H,51,19,18,25,16,7,15,11,47,20,W,L,D,D,W,L,W,L,W,L,21
207,2025-01-20,Como,Udinese,4,1,2,2,H,22,23,33,28,14,14,17,12,19,26,L,D,D,D,W,D,L,W,W,L,21
208,2025-01-24,Torino,Cagliari,2,0,1,1,H,20,19,25,33,10,10,12,13,22,18,D,D,D,W,D,L,L,L,W,L,21
209,2025-01-25,Como,Atalanta,1,2,1,0,A,22,44,33,21,14,18,17,17,19,43,L,D,D,D,W,D,L,W,W,W,21
210,2025-01-25,Napoli,Juventus,2,1,0,2,H,35,34,14,17,10,10,13,15,50,37,W,W,W,D,W,D,W,D,W,W,22
211,2025-01-25,Empoli,Bologna,1,1,1,0,D,20,33,28,27,10,17,11,16,20,34,L,D,L,W,D,D,L,D,L,L,22
212,2025-01-26,AC Milan,Parma,3,2,1,2,H,32,26,23,36,22,16,11,18,34,20,W,D,L,L,W,D,D,W,D,L,22
213,2025-01-26,Udinese,AS Roma,1,2,1,0,A,24,31,32,27,16,18,14,21,26,27,L,W,D,D,D,W,D,D,W,W,22
214,2025-01-26,Lecce,Inter,0,4,0,0,A,15,55,36,18,18,16,10,15,20,50,L,W,W,W,D,D,L,W,L,W,22
215,2025-01-26,Lazio,Fiorentina,1,2,0,1,A,37,35,28,22,19,13,14,14,39,36,W,W,D,D,L,L,D,L,W,D,22
216,2025-01-27,Venezia,Verona,1,1,1,0,D,19,24,34,47,15,15,17,18,15,19,D,L,L,L,D,D,L,W,W,L,22
217,2025-01-27,Genoa,Monza,2,0,0,2,H,18,20,30,31,13,13,11,12,23,13,L,L,W,W,D,L,W,L,L,L,22
218,2025-01-31,Parma,Lecce,1,3,1,0,A,26,15,36,36,16,18,18,10,20,20,D,L,L,W,D,D,W,L,L,L,22
219,2025-02-01,Udinese,Venezia,3,2,0,3,H,24,19,32,34,16,15,14,17,26,15,L,D,D,L,D,D,D,L,W,W,22
220,2025-02-01,Monza,Verona,0,1,0,0,A,20,25,33,48,15,15,12,19,13,20,L,D,L,L,W,L,L,D,L,W,23
221,2025-02-01,Atalanta,Torino,1,1,1,0,D,48,23,25,26,19,11,19,14,46,26,W,W,L,D,D,D,D,D,D,D,23
222,2025-02-01,Bologna,Como,2,0,1,1,H,35,27,27,36,18,17,17,19,37,22,W,L,D,W,W,L,D,D,D,W,23
223,2025-02-02,Juventus,Empoli,4,1,0,4,H,35,21,19,29,12,11,15,11,37,21,L,D,W,L,D,L,D,D,D,L,23
224,2025-02-02,Fiorentina,Genoa,2,1,2,0,H,37,20,23,30,15,13,14,13,39,26,W,W,W,L,D,W,L,D,L,W,23
225,2025-02-02,AC Milan,Inter,1,1,1,0,D,33,56,24,19,23,16,11,16,35,51,D,D,W,W,L,W,W,D,D,W,23
226,2025-02-02,AS Roma,Napoli,1,1,0,1,D,33,37,28,15,18,10,22,15,30,53,W,W,W,W,D,W,W,W,D,W,23
227,2025-02-03,Cagliari,Lazio,1,2,0,1,A,23,38,36,30,11,19,18,15,21,39,L,L,W,W,D,D,W,L,L,D,23
228,2025-02-06,Fiorentina,Inter,3,0,0,3,H,37,56,23,19,15,16,14,16,39,51,W,D,W,W,D,W,L,D,L,W,23
229,2025-02-07,Como,Juventus,1,2,1,0,A,27,35,36,19,17,12,19,15,22,37,L,L,W,W,L,D,D,D,W,D,23
230,2025-02-08,Verona,Atalanta,0,5,0,0,A,26,49,48,26,15,20,19,19,23,47,W,D,D,W,L,L,L,D,D,D,24
231,2025-02-08,Empoli,AC Milan,0,2,0,0,A,22,35,33,24,15,23,11,11,21,38,L,W,D,D,L,W,L,L,D,W,24
232,2025-02-08,Torino,Genoa,1,1,1,0,D,24,21,27,32,11,13,15,15,27,26,D,L,W,W,D,L,D,W,D,D,24
233,2025-02-09,Venezia,AS Roma,0,1,0,0,A,22,34,38,29,19,18,17,23,16,31,L,D,D,W,D,W,L,D,D,W,24
234,2025-02-09,Lazio,Monza,5,1,1,4,H,40,20,31,34,20,15,15,12,42,13,W,L,L,L,W,L,D,W,L,L,24
235,2025-02-09,Cagliari,Parma,2,1,0,2,H,24,29,38,42,11,19,19,19,21,20,L,L,L,L,W,D,D,L,W,D,24
236,2025-02-09,Lecce,Bologna,0,0,0,0,D,18,35,41,27,18,18,11,17,23,38,W,D,L,W,L,D,W,W,D,D,24
237,2025-02-09,Napoli,Udinese,1,1,1,0,D,38,28,16,36,11,17,15,17,54,29,D,W,W,L,W,L,W,D,W,D,24
238,2025-02-10,Inter,Fiorentina,2,1,1,1,H,56,40,22,23,19,15,16,17,51,42,L,W,D,W,W,W,W,D,D,L,24
239,2025-02-14,Bologna,Torino,3,2,1,2,H,35,24,27,27,18,11,17,15,38,27,D,D,W,W,D,D,W,D,D,D,24
240,2025-02-15,Atalanta,Cagliari,0,0,0,0,D,54,26,26,39,20,11,19,21,50,24,W,W,D,L,W,L,L,W,D,D,25
241,2025-02-15,Lazio,Napoli,2,2,1,1,D,45,39,32,17,21,12,19,15,45,55,W,D,W,D,L,W,W,W,D,W,25
242,2025-02-15,AC Milan,Verona,1,0,0,1,H,36,26,24,53,23,15,12,19,41,23,W,L,W,W,D,D,W,L,L,L,25
243,2025-02-16,Fiorentina,Como,0,2,0,0,A,41,28,25,40,16,19,18,20,42,22,L,L,W,L,W,L,W,W,D,L,25
244,2025-02-16,Udinese,Empoli,3,0,1,2,H,29,22,37,35,17,15,18,11,30,21,D,L,W,L,L,D,L,L,D,L,25
245,2025-02-16,Monza,Lecce,0,0,0,0,D,21,18,39,41,19,18,13,11,13,24,L,D,L,W,L,L,L,L,W,W,25
246,2025-02-16,Parma,AS Roma,0,1,0,0,A,30,35,44,29,21,18,19,23,20,34,L,W,L,D,L,W,D,W,L,D,25
247,2025-02-16,Juventus,Inter,1,0,0,1,H,41,58,21,23,12,20,20,17,43,54,W,W,W,L,L,D,W,W,D,W,25
248,2025-02-17,Genoa,Venezia,2,0,0,2,H,22,22,33,39,13,19,16,17,27,16,D,L,L,L,W,D,L,D,W,L,25
249,2025-02-21,Lecce,Udinese,0,1,0,0,A,18,29,41,37,18,17,11,18,24,30,D,D,W,W,L,L,L,L,W,D,25
250,2025-02-22,Venezia,Lazio,0,0,0,0,D,22,47,41,34,21,22,17,20,16,46,L,D,L,W,L,W,D,L,D,W,26
251,2025-02-22,Parma,Bologna,2,0,1,1,H,30,38,45,31,21,20,19,20,20,41,L,L,L,W,L,D,L,W,D,D,26
252,2025-02-22,Torino,AC Milan,2,1,1,1,H,27,37,31,26,14,24,16,13,28,41,L,L,D,W,D,W,W,D,D,W,26
253,2025-02-22,Inter,Genoa,1,0,0,1,H,58,24,24,33,21,13,17,18,54,30,L,W,W,D,L,L,D,W,W,L,26
254,2025-02-23,Como,Napoli,2,1,1,1,H,30,41,40,19,19,13,20,16,25,56,W,D,L,D,L,D,L,W,W,W,26
255,2025-02-23,Verona,Fiorentina,1,0,0,1,H,26,41,54,27,16,16,19,18,23,42,L,L,L,L,W,W,D,W,L,W,26
256,2025-02-23,Empoli,Atalanta,0,5,0,0,A,22,54,38,26,17,20,12,19,21,51,L,D,L,W,L,D,D,W,L,L,26
257,2025-02-23,Cagliari,Juventus,0,1,0,0,A,26,42,39,21,11,12,21,21,25,46,D,W,W,W,L,W,L,L,W,W,26
258,2025-02-24,AS Roma,Monza,4,0,2,2,H,36,21,29,39,18,19,23,13,37,14,W,D,W,L,D,L,W,L,W,L,26
259,2025-02-27,Bologna,AC Milan,2,1,0,2,H,38,37,31,26,20,24,20,13,41,41,L,L,W,W,D,W,W,D,D,W,26
260,2025-02-28,Fiorentina,Lecce,1,0,1,0,H,41,18,28,42,17,18,18,11,42,25,L,L,L,D,L,D,W,W,W,L,27
261,2025-03-01,Atalanta,Venezia,0,0,0,0,D,59,22,26,41,20,21,19,17,54,17,W,D,D,L,W,L,D,L,W,D,27
262,2025-03-01,Napoli,Inter,1,1,0,1,D,42,59,21,24,14,21,17,18,56,57,L,W,D,L,D,W,D,L,W,D,27
263,2025-03-01,Udinese,Parma,1,0,1,0,H,33,32,37,45,18,22,20,20,36,23,W,W,W,L,D,L,W,L,L,L,27
264,2025-03-02,Monza,Torino,0,2,0,0,A,21,29,43,32,21,15,15,17,14,31,L,W,D,L,L,D,L,D,L,W,27
265,2025-03-02,Genoa,Empoli,1,1,0,1,D,24,22,34,43,14,17,18,12,30,21,L,L,W,L,D,L,L,L,W,D,27
266,2025-03-02,Bologna,Cagliari,2,1,0,2,H,40,26,32,40,20,11,22,21,44,25,W,L,L,D,W,W,D,L,W,L,27
267,2025-03-02,AS Roma,Como,2,1,0,2,H,40,32,29,41,20,20,25,21,40,28,W,W,W,W,W,L,D,L,W,L,27
268,2025-03-02,AC Milan,Lazio,1,2,0,1,A,38,47,28,34,26,22,13,20,41,47,L,D,L,D,W,W,W,W,D,L,27
269,2025-03-03,Juventus,Verona,2,0,0,2,H,43,27,21,54,12,16,21,20,49,26,W,W,W,L,W,L,W,W,L,D,27
270,2025-03-07,Cagliari,Genoa,1,1,1,0,D,27,25,42,35,13,14,21,19,25,31,L,D,L,L,D,W,W,D,L,L,28
271,2025-03-08,Parma,Torino,2,2,0,2,D,32,31,46,32,22,15,21,17,23,34,L,W,W,W,L,L,L,D,L,D,28
272,2025-03-08,Como,Venezia,1,1,0,1,D,33,22,43,41,22,21,21,17,28,18,L,D,W,D,W,L,L,L,L,L,28
273,2025-03-08,Lecce,AC Milan,2,3,1,1,A,18,39,43,30,18,26,12,14,25,41,L,L,L,L,D,L,D,W,W,W,28
274,2025-03-08,Inter,Monza,3,2,1,2,H,60,21,25,45,22,21,18,15,58,14,D,L,W,L,L,D,W,L,L,L,28
275,2025-03-09,Verona,Bologna,1,2,0,1,A,27,42,56,33,18,20,20,24,26,47,L,W,W,W,L,L,L,W,W,D,28
276,2025-03-09,Napoli,Fiorentina,2,1,1,1,H,43,42,22,28,14,18,18,18,57,45,D,W,L,L,D,L,D,L,D,W,28
277,2025-03-09,Empoli,AS Roma,0,1,0,0,A,23,42,44,30,18,20,12,27,22,43,D,W,L,W,L,W,L,W,L,D,28
278,2025-03-09,Juventus,Atalanta,0,4,0,0,A,45,59,21,26,12,20,23,19,52,55,W,D,W,W,W,D,W,W,W,D,28
279,2025-03-10,Lazio,Udinese,1,1,1,0,D,49,34,35,37,23,19,20,20,50,39,W,W,D,W,D,W,W,D,W,W,28
280,2025-03-14,Genoa,Lecce,2,1,2,0,H,26,20,36,46,14,19,20,13,32,25,D,L,D,L,L,L,W,D,D,D,29
281,2025-03-15,Udinese,Verona,0,1,0,0,A,35,28,38,58,19,18,21,21,40,26,D,L,W,L,W,W,W,L,D,L,29
282,2025-03-15,Monza,Parma,1,1,0,1,D,23,34,48,48,23,22,16,23,14,24,L,D,L,L,L,W,D,L,L,L,29
283,2025-03-15,AC Milan,Como,2,1,0,2,H,42,34,32,44,27,22,15,22,44,29,W,D,L,L,L,W,L,W,W,L,29
284,2025-03-15,Torino,Empoli,1,0,0,1,H,33,23,34,45,17,18,17,12,35,22,D,L,W,D,W,L,L,L,D,L,29
285,2025-03-16,Venezia,Napoli,0,0,0,0,D,23,45,42,23,22,15,17,19,19,60,D,W,D,D,D,L,L,D,L,D,29
286,2025-03-16,Bologna,Lazio,5,0,1,4,H,44,50,34,36,21,24,24,20,50,51,W,D,W,W,W,D,L,D,W,W,29
287,2025-03-16,AS Roma,Cagliari,1,0,0,1,H,43,28,30,43,20,14,27,21,46,26,W,D,W,L,W,L,W,D,W,W,29
288,2025-03-16,Fiorentina,Juventus,3,0,2,1,H,43,45,30,25,19,12,19,23,45,52,L,L,W,W,L,W,L,W,L,W,29
289,2025-03-16,Atalanta,Inter,0,2,0,0,A,63,63,26,27,20,23,19,20,58,61,W,W,D,D,W,W,D,L,W,W,29
290,2025-03-29,Venezia,Bologna,0,1,0,0,A,23,49,42,34,22,22,17,28,20,53,D,W,D,W,D,W,D,W,L,L,30
291,2025-03-29,Como,Empoli,1,1,0,1,D,35,23,46,46,24,19,22,12,29,22,L,L,D,L,L,D,W,L,W,L,30
292,2025-03-29,Juventus,Genoa,1,0,1,0,H,45,28,28,37,13,16,25,20,52,35,L,W,L,D,W,D,W,L,W,W,30
293,2025-03-29,Lecce,AS Roma,0,1,0,0,A,21,44,48,30,19,20,15,28,25,49,L,W,L,W,L,W,L,W,D,W,30
294,2025-03-30,Cagliari,Monza,3,0,0,3,H,28,24,44,49,15,23,21,17,26,15,L,D,D,L,L,L,L,L,D,D,30
295,2025-03-30,Fiorentina,Atalanta,1,0,1,0,H,46,63,30,28,21,20,20,19,48,58,W,L,L,W,W,D,L,W,L,D,30
296,2025-03-30,Inter,Udinese,2,1,2,0,H,65,35,27,39,23,19,20,21,64,40,W,L,W,D,D,W,W,W,L,W,30
297,2025-03-30,Napoli,AC Milan,2,1,2,0,H,45,44,23,33,15,27,19,17,61,47,D,W,W,W,D,L,L,L,D,L,30
298,2025-03-31,Verona,Parma,0,0,0,0,D,29,35,58,49,18,23,21,23,29,25,W,D,L,D,L,L,W,W,L,L,30
299,2025-03-31,Lazio,Torino,1,1,0,1,D,50,34,41,34,28,17,21,18,51,38,L,W,D,D,W,W,D,W,D,L,30
300,2025-04-04,Genoa,Udinese,1,0,0,1,H,28,36,38,41,16,19,21,23,35,40,L,L,W,L,D,D,D,W,L,W,31
301,2025-04-05,Monza,Como,1,3,1,0,A,24,36,52,47,26,24,17,23,15,30,L,D,D,L,L,D,L,L,L,W,31
302,2025-04-05,Parma,Inter,2,2,0,2,D,35,67,49,28,23,25,23,20,26,67,D,W,D,W,D,W,L,D,W,W,31
303,2025-04-05,AC Milan,Fiorentina,2,2,1,1,D,45,47,35,30,27,22,19,20,47,51,L,W,W,W,W,L,L,W,L,L,31
304,2025-04-06,Lecce,Venezia,1,1,0,1,D,21,23,49,43,19,22,15,17,25,20,L,L,L,D,L,D,L,D,L,D,31
305,2025-04-06,Torino,Verona,1,1,0,1,D,35,29,35,58,18,18,18,21,39,30,D,D,W,W,D,L,W,L,W,W,31
306,2025-04-06,Empoli,Cagliari,0,0,0,0,D,24,31,47,44,20,15,12,24,23,29,D,W,L,L,L,D,D,L,L,L,31
307,2025-04-06,Atalanta,Lazio,0,1,0,0,A,63,51,29,42,20,28,20,22,58,52,L,D,L,L,W,D,D,W,W,D,31
308,2025-04-06,AS Roma,Juventus,1,1,0,1,D,45,46,30,28,20,14,28,25,52,55,W,W,W,L,W,L,W,W,W,W,31
309,2025-04-07,Bologna,Napoli,1,1,0,1,D,50,47,34,24,22,17,28,19,56,64,W,W,W,D,W,W,W,D,W,L,31
310,2025-04-11,Udinese,AC Milan,0,4,0,0,A,36,47,42,37,20,28,23,20,40,48,L,D,L,L,L,W,D,W,W,L,32
311,2025-04-12,Venezia,Monza,1,0,0,1,H,24,25,44,55,23,27,17,17,21,15,D,L,L,L,D,D,D,L,D,L,32
312,2025-04-12,Inter,Cagliari,3,1,2,1,H,69,31,30,44,27,15,20,24,68,30,D,D,W,W,W,L,W,D,D,L,32
313,2025-04-12,Juventus,Lecce,2,1,2,0,H,47,22,29,50,15,19,25,16,56,26,D,D,W,L,L,L,L,L,W,L,32
314,2025-04-13,Atalanta,Bologna,2,0,2,0,H,63,51,30,35,20,22,20,29,58,57,L,D,L,W,L,W,W,W,D,W,32
315,2025-04-13,Fiorentina,Parma,0,0,0,0,D,49,37,32,51,23,23,21,25,52,27,D,D,W,D,W,D,L,D,W,L,32
316,2025-04-13,Verona,Genoa,0,0,0,0,D,30,29,59,38,19,16,21,22,31,38,D,W,D,L,W,W,L,D,L,D,32
317,2025-04-13,Como,Torino,1,0,1,0,H,39,36,48,36,24,18,24,19,33,40,W,D,D,D,L,W,D,D,L,W,32
318,2025-04-13,Lazio,AS Roma,1,1,0,1,D,52,46,42,31,28,20,22,29,55,53,W,D,D,W,L,W,D,W,W,W,32
319,2025-04-14,Napoli,Empoli,3,0,1,2,H,48,24,25,47,18,20,19,12,65,24,D,D,W,D,D,L,W,L,D,D,32
320,2025-04-19,Lecce,Como,0,3,0,0,A,23,40,52,48,19,25,18,24,26,36,L,W,D,W,L,D,L,L,L,D,33
321,2025-04-19,Monza,Napoli,0,1,0,0,A,25,51,56,25,28,19,17,21,15,68,L,W,L,D,L,W,D,D,L,W,33
322,2025-04-19,AS Roma,Verona,1,0,1,0,H,47,30,32,59,21,19,29,21,54,32,D,D,D,D,W,D,W,W,W,L,33
323,2025-04-20,Empoli,Venezia,2,2,0,2,D,24,25,50,44,22,23,13,18,24,24,L,W,D,D,D,L,L,D,L,D,33
324,2025-04-20,Bologna,Inter,1,0,0,1,H,51,72,37,31,22,29,31,21,57,71,L,W,D,D,W,W,W,W,W,W,33
325,2025-04-20,AC Milan,Atalanta,0,1,0,0,A,51,65,37,30,28,22,20,20,51,61,W,W,D,L,L,L,W,L,W,W,33
326,2025-04-23,Cagliari,Fiorentina,1,2,1,0,A,32,49,47,32,16,23,26,21,30,53,L,D,D,D,W,W,L,W,D,L,33
327,2025-04-23,Genoa,Lazio,0,2,0,0,A,29,53,38,43,16,28,22,23,39,56,D,D,W,W,L,D,W,L,D,D,33
328,2025-04-23,Torino,Udinese,2,0,1,1,H,36,36,37,46,18,20,20,23,40,40,L,L,D,L,D,L,W,L,D,D,33
329,2025-04-23,Parma,Juventus,1,0,1,0,H,37,49,51,30,23,17,25,25,28,59,D,W,D,D,D,W,D,L,D,L,33
330,2025-04-27,Venezia,AC Milan,0,2,0,0,A,27,51,46,38,25,28,18,20,25,51,D,L,W,W,D,D,L,L,D,W,34
331,2025-04-27,Como,Genoa,1,0,0,1,H,43,29,48,40,25,16,24,22,39,39,W,L,W,D,W,W,D,L,L,W,34
332,2025-04-27,Fiorentina,Empoli,2,1,2,0,H,51,26,33,52,23,22,22,15,56,25,W,D,D,L,D,D,W,D,W,L,34
333,2025-04-27,Inter,AS Roma,0,1,0,0,A,72,48,32,32,30,22,21,29,71,57,L,W,W,D,D,D,W,W,W,W,34
334,2025-04-27,Juventus,Monza,2,0,2,0,H,49,25,31,57,17,28,26,17,59,15,L,L,W,L,D,L,W,L,L,D,34
335,2025-04-27,Napoli,Torino,2,0,2,0,H,52,38,25,37,19,19,21,21,71,43,W,W,W,L,D,D,W,D,D,W,34
336,2025-04-27,Atalanta,Lecce,1,1,0,1,D,66,23,30,55,22,19,20,18,64,26,W,L,W,L,L,D,L,L,L,L,34
337,2025-04-28,Udinese,Bologna,0,0,0,0,D,36,52,48,37,21,22,24,32,40,60,L,W,L,L,L,D,L,W,L,W,34
338,2025-04-28,Lazio,Parma,2,2,0,2,D,55,38,43,51,28,24,23,25,59,31,W,W,D,D,W,D,D,D,L,D,34
339,2025-04-28,Verona,Cagliari,0,2,0,0,A,30,33,60,49,19,17,22,26,32,30,L,L,D,L,D,D,D,W,W,L,34
340,2025-05-02,Torino,Venezia,1,1,0,1,D,38,27,39,48,19,25,23,18,43,25,L,L,W,D,L,W,D,D,D,L,35
341,2025-05-03,Cagliari,Udinese,1,2,1,0,A,35,36,49,48,17,21,26,24,33,41,W,D,L,L,L,L,D,L,W,L,35
342,2025-05-03,Parma,Como,0,1,0,0,A,40,44,53,48,26,25,25,25,32,42,D,W,W,W,D,W,D,W,D,D,35
343,2025-05-03,Lecce,Napoli,0,1,0,0,A,24,54,56,25,20,21,18,21,27,74,D,W,L,W,L,W,D,D,L,W,35
344,2025-05-03,Inter,Verona,1,0,1,0,H,72,30,33,62,30,19,21,22,71,32,L,L,L,L,W,D,D,D,W,D,35
345,2025-05-04,Empoli,Lazio,0,1,0,0,A,27,57,54,45,22,28,17,25,25,60,L,D,D,W,L,D,D,W,D,D,35
346,2025-05-04,Monza,Atalanta,0,4,0,0,A,25,67,59,31,28,22,19,21,15,65,L,D,L,W,L,W,L,L,L,L,35
347,2025-05-04,AS Roma,Fiorentina,1,0,1,0,H,49,53,32,34,22,25,29,22,60,59,W,W,W,W,D,D,D,D,W,W,35
348,2025-05-04,Bologna,Juventus,1,1,0,1,D,52,51,37,31,22,19,32,26,61,62,D,W,W,L,L,W,D,D,W,W,35
349,2025-05-05,Genoa,AC Milan,1,2,0,1,A,29,53,41,38,17,28,22,20,39,54,L,W,L,L,D,W,W,D,L,L,35
350,2025-05-09,AC Milan,Bologna,3,1,0,3,H,55,53,39,38,29,22,20,33,57,62,W,D,W,D,L,W,W,L,D,D,36
351,2025-05-10,Como,Cagliari,3,1,2,1,H,45,36,48,51,25,18,25,26,45,33,W,L,W,W,W,L,W,L,W,D,36
352,2025-05-10,Lazio,Juventus,1,1,0,1,D,58,52,45,32,28,20,25,26,63,63,W,D,D,W,W,L,D,W,W,D,36
353,2025-05-10,Empoli,Parma,2,1,1,1,H,27,40,55,54,22,26,17,25,25,32,L,L,L,D,D,W,L,D,D,D,36
354,2025-05-11,Udinese,Monza,1,2,0,1,A,38,25,49,63,21,28,25,19,44,15,W,L,D,L,L,L,L,L,L,L,36
355,2025-05-11,Verona,Lecce,1,1,1,0,D,30,24,63,57,19,20,23,18,32,27,L,L,L,D,L,L,D,L,D,D,36
356,2025-05-11,Torino,Inter,0,2,0,0,A,39,73,40,33,19,31,24,21,44,74,D,W,L,L,W,L,L,W,D,D,36
357,2025-05-11,Napoli,Genoa,2,2,1,1,D,55,30,25,43,21,17,21,23,77,39,W,L,W,L,W,L,W,D,D,W,36
358,2025-05-12,Venezia,Fiorentina,2,1,0,2,H,28,53,49,35,26,25,18,23,26,59,D,L,L,W,D,W,W,D,D,D,36
359,2025-05-12,Atalanta,AS Roma,2,1,1,1,H,71,50,31,32,22,23,21,29,68,63,W,W,D,W,W,W,W,D,L,D,36
