,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HTGS,ATGS,HTGC,ATGC,HHGS,AHGS,HHGC,AHGC,HTP,ATP,HM1,AM1,HM2,AM2,HM3,AM3,HM4,AM4,HM5,AM5
194,2025-02-16,Reims,Angers,0,1,0,0,A,26,22,33,31,19,12,9,12,22,23,L,L,L,D,D,L,D,W,L,W
195,2025-02-16,Le Havre,Nice,1,3,1,0,A,17,41,40,26,14,23,10,19,17,37,W,W,D,D,L,W,D,L,L,W
196,2025-02-16,Lens,Strasbourg,0,2,0,0,A,25,35,20,32,9,23,11,17,33,30,L,W,W,L,W,W,L,D,W,W
197,2025-02-16,Rennes,Lille,0,2,0,0,A,29,34,30,22,21,14,19,15,23,35,W,L,W,W,L,L,L,W,L,D
198,2025-02-21,Rennes,Reims,1,0,1,0,H,29,26,32,34,21,19,19,9,23,22,L,L,W,L,W,L,L,D,L,D
199,2025-02-22,Lille,Monaco,2,1,2,0,H,36,44,22,29,14,18,15,24,38,40,W,W,L,L,W,W,L,W,W,L
200,2025-02-22,Saint Etienne,Angers,3,3,1,2,D,20,23,50,31,21,12,29,12,18,26,L,W,L,L,L,D,D,L,D,W
201,2025-02-22,Auxerre,Marseille,3,0,1,2,H,31,50,37,26,26,12,18,21,25,46,D,W,D,W,L,W,D,L,L,D
202,2025-02-23,Nantes,Lens,3,1,1,2,H,25,25,39,22,18,9,18,11,21,33,L,L,L,L,W,W,D,W,D,L
203,2025-02-23,Nice,Montpellier,2,0,1,1,H,44,21,27,52,23,20,20,19,40,15,W,L,W,L,D,L,W,W,L,W
204,2025-02-23,Strasbourg,Stade Brestois 29,0,0,0,0,D,37,35,32,38,23,19,17,25,33,32,W,D,W,W,L,L,W,W,D,W
205,2025-02-23,Le Havre,Toulouse,1,4,0,1,A,18,23,43,25,15,14,10,11,17,27,L,L,W,D,D,D,L,L,D,D
206,2025-02-23,Lyon,Paris Saint Germain,2,3,0,2,A,40,59,27,20,15,21,21,21,36,56,W,W,W,W,L,W,D,D,D,W
207,2025-02-28,Monaco,Reims,3,0,2,1,H,45,26,31,35,18,19,26,10,40,22,L,L,W,L,L,L,W,L,W,D
208,2025-03-01,Saint Etienne,Nice,1,3,1,0,A,23,46,53,27,22,24,31,21,19,43,D,W,L,W,L,W,L,D,D,W
209,2025-03-01,Lens,Le Havre,3,4,2,1,A,26,19,25,47,11,15,12,11,33,17,L,L,L,L,L,W,W,D,W,L
210,2025-03-01,Paris Saint Germain,Lille,4,1,4,0,H,62,38,22,23,23,16,21,15,59,41,W,W,W,W,W,L,W,W,D,L
211,2025-03-02,Lyon,Stade Brestois 29,2,1,1,1,H,42,35,30,38,15,19,23,25,36,33,L,D,W,D,W,W,L,L,D,W
212,2025-03-02,Angers,Toulouse,0,4,0,0,A,26,27,34,26,14,15,13,11,27,30,D,W,W,L,L,D,D,D,L,L
213,2025-03-02,Montpellier,Rennes,0,4,0,0,A,21,30,54,32,21,22,20,19,15,26,L,W,L,L,L,W,L,W,W,L
214,2025-03-02,Auxerre,Strasbourg,0,1,0,0,A,34,37,37,32,27,23,20,17,28,34,W,D,D,W,D,W,L,L,D,W
215,2025-03-02,Marseille,Nantes,2,0,0,2,H,50,28,29,40,14,19,22,20,46,24,L,W,W,L,W,L,W,W,L,D
216,2025-03-07,Toulouse,Monaco,1,1,0,1,D,31,48,26,31,15,20,11,27,33,43,W,W,W,L,L,W,D,L,D,W
217,2025-03-08,Rennes,Paris Saint Germain,1,4,0,1,A,34,66,32,23,22,27,19,21,29,62,W,W,W,W,L,W,W,W,W,W
218,2025-03-08,Lille,Montpellier,1,0,0,1,H,39,21,27,58,16,21,19,20,41,15,L,L,W,L,W,L,L,L,W,L
219,2025-03-08,Marseille,Lens,0,1,0,0,A,52,29,29,29,14,13,24,13,49,33,W,L,L,L,W,L,W,L,W,W
220,2025-03-09,Stade Brestois 29,Angers,2,0,1,1,H,36,26,40,38,20,14,26,13,33,27,L,L,D,D,D,W,W,L,L,D
221,2025-03-09,Nantes,Strasbourg,0,1,0,0,A,28,38,42,32,21,23,20,17,24,37,L,W,W,D,L,W,L,W,W,L
222,2025-03-09,Reims,Auxerre,0,2,0,0,A,26,34,38,38,20,27,12,20,22,28,L,L,L,W,L,D,L,D,L,L
223,2025-03-09,Le Havre,Saint Etienne,1,1,1,0,D,23,24,50,56,16,23,13,31,20,19,W,L,L,D,L,L,W,L,D,L
224,2025-03-09,Nice,Lyon,0,2,0,0,A,49,44,28,31,24,16,22,24,46,39,W,W,W,L,W,W,W,W,D,L
225,2025-03-14,Nice,Auxerre,1,1,1,0,D,49,36,30,38,24,27,22,20,46,31,L,W,W,L,W,W,W,D,W,D
226,2025-03-15,Nantes,Lille,1,0,0,1,H,28,40,43,27,21,16,20,20,24,44,L,W,L,L,W,W,L,W,L,L
227,2025-03-15,Angers,Monaco,0,2,0,0,A,26,49,40,32,15,21,14,27,27,44,L,D,L,W,D,L,W,W,L,L
228,2025-03-15,Lens,Rennes,1,0,0,1,H,30,35,29,36,13,22,13,20,36,29,W,L,L,W,L,W,L,L,L,W
229,2025-03-16,Lyon,Le Havre,4,2,1,3,H,46,24,31,51,16,17,24,13,42,21,W,D,W,W,L,L,W,L,W,W
230,2025-03-16,Montpellier,Saint Etienne,0,2,0,0,A,21,25,59,57,22,23,20,32,15,20,L,D,L,L,L,D,L,L,L,L
231,2025-03-16,Strasbourg,Toulouse,2,1,0,2,H,39,32,32,27,23,15,17,12,40,34,W,D,W,W,D,W,W,L,W,D
232,2025-03-16,Stade Brestois 29,Reims,0,0,0,0,D,38,26,40,40,21,20,27,12,36,22,W,L,L,L,D,L,D,L,W,L
233,2025-03-16,Paris Saint Germain,Marseille,3,1,2,1,H,70,52,24,30,28,14,21,24,65,49,W,L,W,W,W,L,W,W,W,W
234,2025-03-28,Strasbourg,Lyon,4,2,0,4,H,41,50,33,33,23,17,19,27,43,45,W,W,W,W,W,W,D,L,W,W
235,2025-03-29,Reims,Marseille,3,1,1,2,H,26,53,40,33,20,15,12,26,23,49,D,L,L,L,L,W,L,L,L,W
236,2025-03-29,Saint Etienne,Paris Saint Germain,1,6,1,0,A,27,73,57,25,23,30,32,22,23,68,W,W,D,W,L,W,D,W,L,W
237,2025-03-29,Monaco,Nice,2,1,0,2,H,51,50,32,31,21,25,27,22,47,47,W,D,D,L,W,W,L,W,W,W
238,2025-03-30,Toulouse,Stade Brestois 29,2,4,0,2,A,33,38,29,40,17,21,12,27,34,37,L,D,D,W,W,L,W,D,L,D
239,2025-03-30,Angers,Rennes,0,3,0,0,A,26,35,42,37,15,23,14,20,27,29,L,L,L,L,L,W,D,W,W,L
240,2025-03-30,Auxerre,Montpellier,1,0,0,1,H,37,21,39,61,27,22,21,20,32,15,D,L,W,L,L,L,W,L,D,L
241,2025-03-30,Le Havre,Nantes,3,2,2,1,H,26,29,55,43,20,21,14,21,21,27,L,W,D,L,W,L,L,W,L,L
242,2025-03-30,Lille,Lens,1,0,1,0,H,40,31,28,29,17,13,20,14,44,39,L,W,W,W,L,L,W,L,W,L
243,2025-04-04,Nice,Nantes,1,2,1,0,A,51,31,33,46,27,22,22,23,47,27,L,L,D,W,L,L,W,L,W,W
244,2025-04-05,Paris Saint Germain,Angers,1,0,0,1,H,79,26,26,45,30,15,23,14,71,27,W,L,W,L,W,L,W,L,W,D
245,2025-04-05,Stade Brestois 29,Monaco,2,1,1,1,H,42,53,42,33,23,21,27,29,40,50,W,W,D,W,W,D,L,W,D,L
246,2025-04-05,Lyon,Lille,2,1,1,1,H,52,41,37,28,21,18,27,20,45,47,L,W,W,L,W,W,W,L,L,W
247,2025-04-06,Lens,Saint Etienne,1,0,0,1,H,31,28,30,63,13,24,15,32,39,23,L,L,W,W,W,D,L,L,L,D
248,2025-04-06,Montpellier,Le Havre,0,2,0,0,A,21,29,62,57,23,22,20,15,15,24,L,W,L,L,L,D,L,W,L,L
249,2025-04-06,Reims,Strasbourg,0,1,0,0,A,29,45,41,35,21,23,14,23,26,46,W,W,D,W,L,W,L,W,L,D
250,2025-04-06,Rennes,Auxerre,0,1,0,0,A,38,38,37,39,23,27,20,22,32,35,W,W,L,D,L,W,W,L,W,W
251,2025-04-06,Marseille,Toulouse,3,2,1,2,H,54,35,36,33,17,17,27,14,49,34,L,L,L,L,L,D,W,W,L,W
252,2025-04-11,Lens,Reims,0,2,0,0,A,32,29,30,42,13,21,16,14,42,26,W,L,L,W,W,D,W,L,L,L
253,2025-04-12,Monaco,Marseille,3,0,1,2,H,54,57,35,38,22,18,30,29,50,52,L,W,W,L,W,L,D,L,W,W
254,2025-04-12,Toulouse,Lille,1,2,1,0,A,37,42,36,30,19,19,15,21,34,47,L,L,L,W,L,L,D,W,W,L
255,2025-04-12,Strasbourg,Nice,2,2,0,2,D,46,52,35,35,23,28,23,22,49,47,W,L,W,L,W,D,W,L,W,W
256,2025-04-13,Saint Etienne,Stade Brestois 29,3,3,2,1,D,28,44,64,43,25,24,32,28,23,43,L,W,L,W,W,D,D,W,L,L
257,2025-04-13,Angers,Montpellier,2,0,2,0,H,26,21,46,64,16,23,14,20,27,15,L,L,L,L,L,L,L,L,L,L
258,2025-04-13,Le Havre,Rennes,1,5,1,0,A,31,38,57,38,22,23,15,20,27,32,W,L,W,W,L,L,D,L,W,W
259,2025-04-13,Auxerre,Lyon,1,3,0,1,A,39,54,39,38,27,22,22,28,38,48,W,W,W,L,D,W,W,W,L,W
260,2025-04-18,Rennes,Nantes,2,1,1,1,H,38,33,38,47,23,22,20,24,32,30,L,W,W,L,L,W,L,L,W,L
261,2025-04-19,Paris Saint Germain,Le Havre,2,1,1,1,H,82,32,27,62,31,23,25,15,77,27,W,L,W,W,W,W,W,L,W,D
262,2025-04-19,Monaco,Strasbourg,0,0,0,0,D,57,48,35,37,23,23,32,25,53,50,W,D,L,W,W,W,W,W,D,W
263,2025-04-19,Marseille,Montpellier,5,1,1,4,H,57,21,41,66,20,23,30,22,52,15,L,L,W,L,L,L,L,L,L,L
264,2025-04-20,Lille,Auxerre,3,1,2,1,H,44,40,31,42,19,27,22,23,50,38,W,L,L,W,W,W,L,D,W,W
265,2025-04-20,Nice,Angers,2,1,1,1,H,54,28,37,46,30,18,22,14,48,30,D,W,L,L,L,L,D,L,L,L
266,2025-04-20,Reims,Toulouse,1,0,1,0,H,31,38,42,38,21,20,14,15,29,34,W,L,L,L,W,L,D,L,L,D
267,2025-04-20,Stade Brestois 29,Lens,1,3,1,0,A,47,32,46,32,25,13,30,16,44,42,D,L,W,W,W,L,D,W,W,W
268,2025-04-20,Saint Etienne,Lyon,2,1,1,1,H,31,57,67,39,27,23,33,28,24,51,D,W,L,W,L,L,W,W,D,W
269,2025-04-22,Nantes,Paris Saint Germain,1,1,0,1,D,34,82,49,27,23,31,25,25,30,77,L,W,W,W,L,W,W,W,L,W
270,2025-04-25,Paris Saint Germain,Nice,1,3,1,0,A,83,56,28,38,32,31,25,23,78,51,D,W,W,D,W,L,W,L,W,D
271,2025-04-26,Strasbourg,Saint Etienne,3,1,1,2,H,48,33,37,68,23,28,25,34,51,27,D,W,D,D,W,L,W,L,W,W
272,2025-04-26,Le Havre,Monaco,1,1,1,0,D,33,57,64,35,24,23,16,32,27,54,L,D,L,W,W,L,W,W,L,W
273,2025-04-26,Lyon,Rennes,4,1,3,1,H,58,45,41,40,24,24,29,22,51,38,L,W,W,W,W,L,L,W,W,L
274,2025-04-27,Angers,Lille,0,2,0,0,A,29,47,48,32,19,21,15,23,30,53,L,W,W,W,L,L,L,W,L,L
275,2025-04-27,Montpellier,Reims,0,0,0,0,D,22,32,71,42,27,22,23,14,15,32,L,W,L,W,L,L,L,W,L,D
276,2025-04-27,Nantes,Toulouse,0,0,0,0,D,35,38,50,39,23,20,26,16,31,34,D,L,L,L,W,L,L,L,W,L
277,2025-04-27,Lens,Auxerre,0,4,0,0,A,35,41,33,45,13,28,17,25,45,38,W,L,L,L,W,W,L,W,W,D
278,2025-04-27,Marseille,Stade Brestois 29,4,1,3,1,H,62,48,42,49,21,26,34,30,55,44,W,L,L,D,W,W,L,W,L,D
279,2025-05-02,Nice,Reims,1,0,1,0,H,59,32,39,42,31,22,24,14,54,33,W,D,W,W,D,W,L,L,L,W
280,2025-05-03,Strasbourg,Paris Saint Germain,2,1,2,0,H,51,84,38,31,24,33,27,25,54,78,W,L,D,D,D,W,W,W,W,W
281,2025-05-03,Toulouse,Rennes,2,1,1,1,H,38,46,39,44,20,25,16,25,35,38,D,L,L,W,L,W,L,L,L,W
282,2025-05-03,Saint Etienne,Monaco,1,3,0,1,A,34,58,71,36,30,23,35,33,27,55,L,D,W,D,D,W,L,L,L,W
283,2025-05-04,Nantes,Angers,0,1,0,0,A,35,29,50,50,23,19,26,15,32,30,D,L,D,L,L,W,W,L,L,L
284,2025-05-04,Lyon,Lens,1,2,0,1,A,62,35,42,37,27,13,30,17,54,45,W,L,L,W,W,L,W,W,L,L
285,2025-05-04,Stade Brestois 29,Montpellier,1,0,1,0,H,49,22,53,71,27,27,33,23,44,16,L,D,L,L,D,L,W,L,W,L
286,2025-05-04,Auxerre,Le Havre,1,2,0,1,A,45,34,45,65,28,25,25,16,41,28,W,D,L,L,L,L,W,W,W,W
287,2025-05-04,Lille,Marseille,1,1,0,1,D,49,66,32,43,21,24,23,35,56,58,W,W,W,W,W,L,L,W,W,L
288,2025-05-10,Angers,Strasbourg,2,1,1,1,H,30,53,50,39,19,26,15,27,33,57,W,W,L,W,L,D,W,D,L,W
289,2025-05-10,Montpellier,Paris Saint Germain,1,4,0,1,A,22,85,72,33,27,33,24,27,16,78,L,L,D,L,L,D,L,W,L,W
290,2025-05-10,Monaco,Lyon,2,0,0,2,H,61,63,37,44,24,27,33,31,58,54,W,L,D,W,D,L,W,W,L,W
291,2025-05-10,Reims,Saint Etienne,0,2,0,0,A,32,35,43,74,22,30,15,36,33,27,L,L,D,L,W,W,W,D,L,L
292,2025-05-10,Rennes,Nice,2,0,1,1,H,47,60,46,39,26,32,26,24,38,57,L,W,L,W,W,W,W,D,L,L
293,2025-05-10,Toulouse,Lens,1,1,0,1,D,40,37,40,38,21,14,17,17,38,48,W,W,D,L,L,W,L,L,L,W
294,2025-05-10,Stade Brestois 29,Lille,2,0,1,1,H,50,50,53,33,28,21,33,24,47,57,W,D,L,W,L,W,D,W,W,L
295,2025-05-10,Auxerre,Nantes,1,1,1,0,D,46,35,47,51,28,23,26,26,41,32,L,L,W,D,L,D,L,L,W,W
296,2025-05-10,Le Havre,Marseille,1,3,0,1,A,36,67,66,44,26,25,16,35,31,59,W,D,D,W,L,W,L,L,W,W
